"bidder_id","bidprice","click"
"A279137B",9.70819915551692,"0"
"A858587B",10.1460998533294,"0"
"A985674B",11.7015286544338,"0"
"A935990B",9.19012504350394,"0"
"A286327B",10.7017123717815,"0"
"A756496B",11.7485696142539,"0"
"A464262B",10.2141192248091,"0"
"A276366B",11.5956678837538,"0"
"A403470B",10.8664027294144,"0"
"A917614B",11.1880027791485,"0"
"A75377B",8.51982983015478,"0"
"A96299B",10.5207967059687,"0"
"A33413B",9.52577093057334,"0"
"A23622B",9.48579481430352,"0"
"A15920B",10.2697014119476,"0"
"A219848B",8.26431021932513,"0"
"A798805B",8.26687709055841,"0"
"A535041B",10.9550914252177,"0"
"A961463B",9.83070139680058,"0"
"A861012B",11.4878047872335,"0"
"A600950B",8.17370966542512,"0"
"A751752B",9.64867868181318,"0"
"A507007B",9.90301494952291,"0"
"A617380B",11.4381329175085,"0"
"A732886B",8.77933014836162,"0"
"A252501B",8.53618200309575,"0"
"A926730B",11.0766281653196,"0"
"A188195B",8.43100015912205,"0"
"A420864B",10.0161413904279,"0"
"A18849B",11.5784432813525,"1"
"A971939B",9.35578857827932,"0"
"A645745B",10.8659440446645,"0"
"A994776B",8.56232596933842,"0"
"A368246B",9.56420068629086,"0"
"A493396B",8.55962715297937,"0"
"A593385B",8.87945824116468,"0"
"A789909B",9.10386616550386,"0"
"A821702B",11.1609551794827,"0"
"A261704B",10.2832504035905,"0"
"A499409B",9.34852331969887,"0"
"A109048B",9.97541545704007,"0"
"A760749B",8.88520641066134,"0"
"A203263B",9.3409971576184,"0"
"A367641B",9.46637735329568,"0"
"A931798B",10.5082436455414,"0"
"A617196B",8.41460497397929,"0"
"A28425B",8.9966459851712,"0"
"A426862B",10.1400129823014,"0"
"A731545B",11.6330462722108,"0"
"A205199B",9.63349578529596,"0"
"A579908B",10.8537021717057,"0"
"A875920B",11.1747081270441,"1"
"A884674B",10.4880502028391,"1"
"A997119B",10.795642381534,"0"
"A591788B",11.9946995126083,"0"
"A56525B",9.71289837080985,"0"
"A426781B",8.01350506115705,"1"
"A24507B",11.8123777303845,"0"
"A391117B",10.0451395614073,"0"
"A794949B",8.38556107878685,"0"
"A952985B",8.81636087130755,"0"
"A866391B",11.2129145311192,"0"
"A637246B",9.76328122895211,"0"
"A898843B",10.7687618471682,"0"
"A214846B",9.1440483154729,"0"
"A703369B",8.25270867254585,"0"
"A744819B",8.78520205710083,"0"
"A136334B",8.43346161302179,"0"
"A321764B",10.9999155625701,"0"
"A900806B",10.7280169641599,"0"
"A591212B",8.06729453988373,"0"
"A460314B",8.0250889705494,"0"
"A745122B",8.22202825173736,"0"
"A845795B",8.37842748407274,"0"
"A550060B",8.27167494595051,"0"
"A857843B",10.0768136437982,"0"
"A660843B",8.94251774158329,"0"
"A138566B",8.09412653557956,"0"
"A575614B",10.0420430712402,"0"
"A598996B",8.84537840913981,"0"
"A716239B",10.9491254035383,"0"
"A331756B",8.38830168731511,"0"
"A415745B",11.5670913951471,"0"
"A104448B",11.0160699384287,"0"
"A219057B",10.5272859092802,"0"
"A880716B",10.2518583992496,"0"
"A321381B",10.5110395364463,"0"
"A140002B",10.6504891272634,"0"
"A380022B",10.6707831528038,"0"
"A691265B",8.51373631227762,"0"
"A168152B",9.08316590636969,"0"
"A894994B",10.8570594657212,"0"
"A524141B",10.1982600754127,"0"
"A954917B",8.43969234824181,"0"
"A671049B",11.6888890238479,"0"
"A967856B",8.50225755665451,"0"
"A275234B",9.70942877233028,"0"
"A150207B",11.1638243049383,"0"
"A719070B",10.2050158400089,"0"
"A605035B",10.9152241004631,"0"
"A810304B",11.599561999552,"0"
"A852970B",10.3245419608429,"0"
"A699552B",11.0415185550228,"0"
"A983798B",10.7749650338665,"0"
"A654146B",8.48276233579963,"0"
"A878565B",10.3419255875051,"0"
"A130650B",8.78287460189313,"0"
"A459625B",10.7062065890059,"0"
"A776624B",10.41696737241,"0"
"A576360B",8.50411674194038,"0"
"A588539B",11.4549550581723,"0"
"A569202B",8.65170828811824,"0"
"A285924B",10.7909652236849,"0"
"A217251B",8.9500673469156,"0"
"A562116B",9.06684843357652,"0"
"A956993B",8.49989200010896,"0"
"A142208B",8.80040949489921,"0"
"A613674B",10.4468501554802,"0"
"A906475B",8.0252141924575,"0"
"A326246B",10.2318117748946,"0"
"A463050B",10.9422877943143,"0"
"A665742B",11.7641197238117,"1"
"A291414B",11.5548765519634,"0"
"A866356B",10.9033080721274,"0"
"A483443B",11.3906331453472,"0"
"A363419B",11.7699474440888,"1"
"A626620B",11.1119933752343,"0"
"A487592B",11.449824041687,"0"
"A575241B",9.67127715144306,"0"
"A684074B",9.65619291178882,"0"
"A536278B",9.17174706421793,"0"
"A26886B",9.59947628714144,"0"
"A434879B",11.3880690243095,"0"
"A966191B",11.1847647568211,"0"
"A424681B",8.73286007903516,"0"
"A194652B",9.47728333808482,"0"
"A391644B",10.400074083358,"0"
"A726723B",11.365106837824,"0"
"A97861B",8.01211065798998,"0"
"A771286B",9.79769629426301,"0"
"A352331B",11.8695443766192,"0"
"A820682B",11.4565664753318,"0"
"A121255B",8.51258373260498,"0"
"A820931B",11.2588543845341,"0"
"A358154B",11.419004929252,"0"
"A745288B",10.0013645421714,"0"
"A733200B",8.98736107069999,"0"
"A985219B",10.0162070859224,"0"
"A567619B",10.2145373718813,"0"
"A123733B",10.5957557847723,"0"
"A264952B",9.5521978251636,"0"
"A251742B",11.9367029741406,"0"
"A538818B",10.2316157594323,"0"
"A568208B",8.73944651149213,"0"
"A356858B",9.60399526823312,"0"
"A494105B",11.0865453798324,"0"
"A857012B",11.9902808126062,"0"
"A135871B",9.57456345297396,"0"
"A971136B",10.9016813598573,"0"
"A437792B",8.5610335431993,"0"
"A28676B",11.0029150573537,"0"
"A752491B",10.7265204722062,"0"
"A492721B",8.48743755090982,"0"
"A19450B",11.5359166748822,"0"
"A806939B",10.4937299946323,"0"
"A932828B",10.6988910408691,"0"
"A482442B",8.25788637530059,"0"
"A28086B",11.9595380946994,"0"
"A557578B",10.0493171187118,"0"
"A85011B",10.198618334718,"0"
"A186435B",11.6003253543749,"0"
"A734605B",11.4354904517531,"0"
"A221792B",11.4342871410772,"0"
"A930928B",9.13684947323054,"0"
"A241374B",10.9593420224264,"0"
"A48211B",10.9237677799538,"0"
"A569277B",9.64079327881336,"0"
"A847239B",11.8882094658911,"0"
"A34174B",9.08077160827816,"0"
"A20398B",10.1223696609959,"0"
"A980001B",10.5515275364742,"0"
"A152046B",9.82122633047402,"0"
"A279813B",10.2449289252982,"0"
"A705554B",11.0688989283517,"0"
"A752024B",9.25782436784357,"0"
"A53952B",11.1910625658929,"0"
"A654075B",11.6619796324521,"0"
"A548758B",8.83719781693071,"0"
"A811646B",11.6170501736924,"0"
"A65883B",9.27591305412352,"0"
"A480549B",9.68667202349752,"0"
"A671221B",11.2786756558344,"0"
"A399857B",10.5328919636086,"1"
"A753539B",11.6150081679225,"0"
"A630323B",8.11073597334325,"0"
"A181925B",10.8964051250368,"0"
"A47306B",10.8107674289495,"0"
"A161242B",10.7477506846189,"0"
"A393223B",9.49927147757262,"0"
"A350810B",8.49092227779329,"0"
"A502987B",11.2555367341265,"0"
"A492606B",11.4739707121626,"0"
"A847915B",11.6061315787956,"0"
"A29733B",8.545196515508,"0"
"A498962B",11.3392017772421,"0"
"A419852B",8.99962534755468,"0"
"A797188B",8.96357954293489,"0"
"A307891B",9.58093154896051,"0"
"A192606B",10.5403489824384,"0"
"A774328B",8.03951019980013,"0"
"A385223B",9.87497138977051,"0"
"A469929B",10.353480739519,"0"
"A156268B",9.50821214076132,"0"
"A294318B",11.9580497359857,"0"
"A148308B",11.6816422231495,"0"
"A804464B",9.6282343454659,"0"
"A498181B",10.2846899610013,"0"
"A510140B",11.0460263676941,"0"
"A676441B",8.89235691539943,"0"
"A192527B",10.4103278322145,"0"
"A649977B",9.80796042922884,"0"
"A229572B",11.0842133248225,"0"
"A420670B",10.7494105426595,"0"
"A228284B",8.10579612944275,"0"
"A66607B",9.82189768087119,"0"
